Rank,Score,"Programming Skills","Driver Skills","Highest Programming Skills","Highest Driver Skills","Highest Programming Score Timestamp","Highest Driver Score Timestamp","Highest Programming Score Stop Time","Highest Driver Score Stop Time","Team Number","Team Name",Organization,"Event Region",Country/Region
571,119,0,119,11,119,"2022-11-19 22:32:03","2022-12-17 17:10:43",0,0,727G,"Terrapin Gold","Tampa Preparatory School","Florida - North/Central","United States"
572,118,0,118,37,118,"2022-10-29 18:30:12","2022-11-30 00:24:14",0,0,6210U,"HCS Eagles: ↓ Under Par ♫♩","Heritage Christian School",Indiana,"United States"
573,118,31,87,31,87,"2022-11-05 22:29:08","2022-11-05 21:35:49",0,0,7422H,"Robotic Burros","BURROUGHS HIGH","California - Region 3","United States"
574,118,30,88,30,88,"2022-11-19 18:22:15","2022-11-19 18:44:21",39,0,333G,333G,"Niles North 333 Robotics",Illinois,"United States"
575,118,22,96,22,96,"2022-12-17 19:23:16","2022-12-17 18:27:57",0,0,2567K,"The Porta-Botz! - Karma","PORTAGE HIGH SCHOOL",Indiana,"United States"
576,118,0,118,0,118,,"2022-12-17 16:49:57",0,0,765N,"FuryTech Nova","HIGH TECHNOLOGY HIGH SCHOOL","New Jersey","United States"
577,117,43,74,43,90,"2022-11-19 16:18:43","2022-12-04 19:08:38",12,0,2602B,"Hopkinetics Bionic","HOPKINTON HIGH","Southern New England","United States"
578,117,40,77,40,77,"2022-12-17 19:40:57","2022-12-17 17:26:03",35,0,7862B,"Vext Level","Hesston High School",Kansas,"United States"
579,117,31,86,40,86,"2022-11-19 17:31:45","2022-12-03 17:20:16",0,0,13444C,"Spare Parts","COVENANT CHRISTIAN HIGH SCHOOL",Michigan,"United States"
580,117,35,82,35,82,"2022-12-10 19:21:45","2022-12-10 19:02:08",50,0,62629Y,"Iron Patriots Mk. 3","WHEELING PARK HIGH SCHOOL","West Virginia","United States"
581,117,33,84,33,84,"2022-11-19 22:05:31","2022-11-19 22:46:03",45,0,51581S,"System Overload","The Dalles High School",Oregon,"United States"
582,117,25,92,28,92,"2022-12-17 16:23:11","2022-12-03 19:56:38",0,0,6741E,Equilibrium,"PICKERINGTON HIGH SCHOOL CENTRAL",Ohio,"United States"
583,117,21,96,21,96,"2022-11-19 19:00:41","2022-11-19 17:20:42",0,0,62629W,"Iron Patriots Mk. 1","WHEELING PARK HIGH SCHOOL","West Virginia","United States"
584,117,9,108,9,114,"2022-12-03 18:08:30","2022-12-10 16:23:55",0,2,3796B,"Some Assembly Required","J. L. MANN HIGH ACADEMY","South Carolina","United States"
585,116,40,76,40,76,"2022-11-05 17:22:12","2022-11-05 17:57:50",36,0,7619Y,Highland-Y,"HIGHLAND HIGH","California - Region 3","United States"
586,116,36,80,36,80,"2022-11-30 13:03:06","2022-11-30 12:37:39",50,0,78116A,"The NonRoutineMachines","Haberdashers' Boys' School","United Kingdom","United Kingdom"
587,116,24,92,24,93,"2022-11-12 18:17:09","2022-12-17 20:36:16",37,0,503A,"Warrior Robotics","WESTMINSTER CHRISTIAN PRIVATE SCHOOL, INC.","Florida - South","United States"
588,116,0,116,0,116,,"2022-11-28 18:38:49",0,0,663D,"Robot Link Lost","CHATTANOOGA CHRISTIAN SCHOOL",Tennessee,"United States"
589,115,35,80,35,80,"2022-12-03 19:49:25","2022-12-03 19:41:00",0,0,98709X,Shirebots,"DAYSPRING ACADEMY",Tennessee,"United States"
590,115,35,80,35,80,"2022-12-17 19:34:23","2022-12-17 19:24:32",0,0,765X,"FuryTech Xenon","HIGH TECHNOLOGY HIGH SCHOOL","New Jersey","United States"
591,115,34,81,34,93,"2022-12-01 21:14:05","2022-12-10 17:51:48",51,0,22204H,"Wylie Half-Life","WYLIE HIGH SCHOOL","Texas - Region 2","United States"
592,115,34,81,34,81,"2022-12-17 20:01:15","2022-12-17 19:51:23",30,0,7862G,Starburst,"Hesston High School",Kansas,"United States"
593,115,32,83,32,83,"2022-10-22 16:58:08","2022-10-22 17:03:44",0,0,8682C,"Crimson Dragons","Newton College and Career Academy",Georgia,"United States"
594,115,32,83,32,83,"2022-11-17 16:34:27","2022-11-17 16:42:41",0,0,39599B,"WHS Warriors","WINTERS HIGH","California - Region 2","United States"
595,115,30,85,30,85,"2022-12-04 19:25:22","2022-12-04 19:11:10",0,0,15797A,"Monka Mechanics","Lexington High School","Southern New England","United States"
596,115,24,91,24,91,"2022-12-17 20:12:22","2022-12-17 19:58:41",0,0,719E,"Explosive Engineers","BENTONVILLE WEST HIGH SCHOOL",Arkansas,"United States"
597,115,23,92,23,92,"2022-11-12 21:44:59","2022-11-12 20:11:39",27,0,2114B,"Rubberband Robotics","Branches Homeschool Co-op",Arizona,"United States"
598,115,6,109,6,109,"2022-11-12 19:29:31","2022-11-12 19:06:16",0,0,57249A,"Raptor Robotics - Goose","Ravenwood High School",Tennessee,"United States"
599,115,0,115,0,115,,"2022-11-13 22:26:26",0,0,62019Z,"SeaKings Z","PALOS VERDES HIGH","California - Region 4","United States"
600,114,48,66,48,66,"2022-12-03 14:07:17","2022-12-03 14:19:56",40,0,97834C,"OIA- Event Horizon","Owensboro Innovation Academy",Kentucky,"United States"
601,114,45,69,45,82,"2022-11-19 15:53:56","2022-12-04 19:10:45",0,0,2602H,"Hopkinetics Heavy Metal","HOPKINTON HIGH","Southern New England","United States"
602,114,34,80,34,80,"2022-10-29 16:52:31","2022-10-29 17:55:32",52,0,424D,"BHS Drillers","BAKERSFIELD HIGH","California - Region 3","United States"
603,114,27,87,28,87,"2022-10-16 14:56:58","2022-11-12 14:20:20",0,0,19122A,Biohazard,"MONTVERDE ACADEMY","Florida - North/Central","United States"
604,113,41,72,41,72,"2022-10-23 04:55:35","2022-10-23 05:50:52",0,0,76525X,"CeleStial X","chingshin academy","Chinese Taipei",Taiwan
605,113,22,91,22,91,"2022-12-17 19:45:30","2022-12-17 17:49:39",0,0,44691X,"Blue Heat","WOOSTER HIGH SCHOOL",Ohio,"United States"
606,113,14,99,18,99,"2022-11-03 23:26:30","2022-11-29 00:31:45",30,0,2140F,undefined,"JENISON HIGH SCHOOL",Michigan,"United States"
607,113,14,99,14,99,"2022-12-17 18:55:51","2022-12-17 20:37:06",45,1,7862V,VEXecutioner,"Hesston High School",Kansas,"United States"
608,113,0,113,13,113,"2022-11-13 18:02:58","2022-12-16 14:40:59",47,0,288C,"RoboDawgs: Caeculus","Grandville High School",Michigan,"United States"
609,113,13,100,13,100,"2022-12-17 21:25:45","2022-12-17 18:51:27",0,0,5408B,"Sachse Bravo","SACHSE HIGH SCHOOL","Texas - Region 2","United States"
610,113,0,113,0,113,,"2022-12-03 18:35:01",0,0,99904B,"Boogie Woogie","NEW PALESTINE HIGH SCHOOL",Indiana,"United States"
611,113,0,113,0,113,,"2022-12-17 22:12:27",0,0,40662A,"Hear me out","Foundations for the Future Charter Academy",Alberta/Saskatchewan,Canada
612,112,48,64,48,64,"2022-11-26 09:55:08","2022-11-26 10:02:47",0,0,7618C,RoboCar,"Shanghai Xiangming High School",China,China
613,112,43,69,43,69,"2022-12-03 19:01:04","2022-12-03 16:23:41",43,0,1233J,"UnderDogs J","CROWN POINT HIGH SCHOOL",Indiana,"United States"
614,112,11,101,35,101,"2022-10-22 19:06:02","2022-11-19 19:18:05",43,0,18670C,"Mt Seymour Robotics","North Vancouver","British Columbia (BC)",Canada
615,112,31,81,31,84,"2022-12-16 01:10:38","2022-11-12 18:05:34",0,0,60883S,"Socks and Sandals","AKRON STEM HIGH SCHOOL",Ohio,"United States"
616,112,31,81,31,81,"2022-11-19 17:37:38","2022-11-19 18:30:32",0,0,4828S,"BrewTech Robotics - S","BREWTECH TECHNOLOGY MAGNET HIGH SCHOOL",Alabama,"United States"
617,112,26,86,26,89,"2022-11-19 19:25:04","2022-12-03 18:00:05",0,0,1075B,Backlash,"Heights Robotics",Indiana,"United States"
618,112,24,88,24,88,"2022-11-19 16:18:32","2022-11-19 16:06:09",0,0,2398A,Aftermath,"SEQUOYAH HIGH SCHOOL",Oklahoma,"United States"
619,112,14,98,14,98,"2022-12-13 00:43:56","2022-12-13 00:23:53",49,5,32511B,"Montgomery Bell Academy","MONTGOMERY BELL ACADEMY",Tennessee,"United States"
620,111,37,74,37,83,"2022-11-05 15:32:35","2022-12-10 17:34:34",55,0,5150D,"Mad Hatters","DANBURY HIGH SCHOOL","Southern New England","United States"
621,111,35,76,35,76,"2022-12-04 19:09:55","2022-12-04 16:13:20",0,0,58566A,A.R.E.S,"GRAFTON HIGH SCHOOL","Southern New England","United States"
622,111,28,83,28,83,"2022-10-29 18:01:18","2022-10-29 16:19:31",0,0,7121B,"Maverick Robotics","ARCHBISHOP EDWARD MCCARTHY HIGH SCHOOL","Florida - South","United States"
623,111,0,111,0,111,,"2022-12-10 19:48:42",0,0,9181E,Eggs,"Seaquam Secondary","British Columbia (BC)",Canada
624,111,0,111,0,111,,"2022-12-17 18:20:07",0,0,15352A,"Practice safe Vex","SEAMAN HIGH",Kansas,"United States"
625,110,44,66,44,66,"2022-12-10 19:27:31","2022-12-10 19:15:03",53,0,99751F,"The Entropotists","Colorado Early College Fort Collins",Colorado,"United States"
626,110,42,68,42,68,"2022-12-03 22:27:05","2022-12-03 23:09:46",0,0,41103A,"Next Gen","Pedare Christian College",Australia,Australia
627,110,40,70,40,74,"2022-11-05 19:41:26","2022-11-19 15:45:00",45,0,97934Y,"RoboPanthers - You Shall Not Pass","FRANKLIN ROAD ACADEMY",Tennessee,"United States"
628,110,33,77,33,77,"2022-12-03 19:35:26","2022-12-03 14:28:25",0,0,74602A,"DCHS - Crimson","Daviess County High School",Kentucky,"United States"
629,110,31,79,31,79,"2022-12-10 15:25:47","2022-12-10 15:30:08",0,0,2473A,2473a,"ATLANTIC HIGH SCHOOL","Florida - South","United States"
630,110,26,84,29,84,"2022-12-03 16:03:32","2022-12-17 17:18:17",46,0,99402A,"Hurricane Andrew","THE ACADEMIES AT JONESBORO HIGH SCHOOL",Arkansas,"United States"
631,110,26,84,26,90,"2022-12-16 18:40:43","2022-08-02 17:26:15",0,0,8110M,"Scarlet Dragons","Mankato West Robotics",Minnesota,"United States"
632,110,26,84,26,84,"2022-10-22 16:21:20","2022-10-22 17:07:18",0,0,2142E,"The Flat Earth Society","JOHN BAPST MEMORIAL HIGH SCHOOL",Maine,"United States"
633,110,13,97,16,97,"2022-12-03 15:06:43","2022-11-19 14:14:30",41,0,6210T,"HCS Eagles: Take Two","Heritage Christian School",Indiana,"United States"
634,110,0,110,12,110,"2022-11-19 21:31:48","2022-12-10 20:41:50",0,0,9457X,"Your Ex","MANKATO EAST SENIOR HIGH",Minnesota,"United States"
635,110,0,110,0,110,,"2022-12-03 23:22:36",0,0,742X,PerryBoticsX,PerryBotics,"California - Region 4","United States"
636,110,0,110,0,110,,"2022-12-10 14:37:55",0,0,24816T,24816T,"Happy Valley High School",Tennessee,"United States"
637,109,25,84,25,84,"2022-12-17 17:25:01","2022-12-17 18:58:00",0,0,1697B,"Robo Tighteners B","HALL HIGH SCHOOL","Southern New England","United States"
638,109,8,101,22,101,"2022-10-23 03:41:25","2022-12-03 01:24:06",0,0,76525W,"CeleStial W","chingshin academy","Chinese Taipei",Taiwan
639,109,22,87,22,87,"2022-11-26 03:42:15","2022-11-26 03:38:15",0,0,8176A,金陵中学1队,"Nanjing Jinling High School",China,China
640,109,0,109,18,109,"2022-12-11 20:05:12","2022-12-03 17:46:42",0,0,39X,"Same-Day Shipping","CRANBROOK SCHOOLS",Michigan,"United States"
641,109,16,93,16,93,"2022-11-28 18:47:44","2022-11-28 18:47:28",0,0,37334A,"Lincoln County Robotics - 37334A","LINCOLN COUNTY HIGH SCHOOL",Tennessee,"United States"
642,109,15,94,15,94,"2022-11-20 02:40:47","2022-11-20 02:47:32",34,0,10002X,"Geared Up","PU TAI SENIOR HIGH SCHOOL","Chinese Taipei",Taiwan
643,109,14,95,14,95,"2022-10-15 16:37:41","2022-10-15 17:41:14",0,0,80001C,"Double Play","Double Play","California - Region 2","United States"
644,109,12,97,12,97,"2022-12-10 23:11:10","2022-12-10 23:05:24",10,3,254F,"The Cheesy Poofs","Bellarmine College Preparatory","California - Region 2","United States"
645,109,10,99,10,99,"2022-11-13 22:57:20","2022-11-13 18:29:02",55,0,90241S,"Warren WarBots S","WARREN HIGH","California - Region 4","United States"
646,109,9,100,9,100,"2022-11-19 18:30:58","2022-11-19 18:02:32",38,0,333R,"Los Robos","Niles North 333 Robotics",Illinois,"United States"
647,109,0,109,0,109,,"2022-12-03 18:21:08",0,0,1082V,"NO MATCH SCHEDULED","LOVEJOY HIGH SCHOOL","Texas - Region 2","United States"
648,108,26,82,39,82,"2022-12-10 16:09:03","2022-11-19 15:40:32",0,0,9142A,Milkcramps,"CLAREMORE HIGH SCHOOL",Oklahoma,"United States"
649,108,30,78,32,78,"2022-12-03 18:52:48","2022-11-19 21:24:26",0,0,8598A,"Robot Overlords","Maricopa Homeschool Robotics",Arizona,"United States"
650,108,13,95,31,95,"2022-11-19 20:12:25","2022-12-17 19:09:48",0,0,8823E,Enigma,"Milford High School",Ohio,"United States"
651,108,28,80,28,88,"2022-10-29 17:16:12","2022-11-12 16:14:06",0,8,4330R,Raiders,"RANSOM EVERGLADES SCHOOL","Florida - South","United States"
652,108,24,84,24,84,"2022-12-17 18:25:07","2022-12-17 18:16:35",0,0,7862F,Froggies,"Hesston High School",Kansas,"United States"
653,108,22,86,22,86,"2022-11-19 19:52:04","2022-11-18 17:05:00",0,0,6842K,"Killer Instinct","PARK TUDOR SCHOOL",Indiana,"United States"
654,108,19,89,19,89,"2022-11-19 20:20:21","2022-11-19 18:11:12",0,0,74762D,Scorpions3,"Horizon High School","Texas - Region 1","United States"
655,108,15,93,15,93,"2022-11-20 03:38:56","2022-11-20 02:33:10",48,0,10002C,Camcean,"PU TAI SENIOR HIGH SCHOOL","Chinese Taipei",Taiwan
656,108,4,104,4,104,"2022-11-05 22:25:10","2022-11-05 21:46:30",0,0,424B,"BHS Blue","BAKERSFIELD HIGH","California - Region 3","United States"
657,108,3,105,3,105,"2022-12-03 18:51:40","2022-12-03 15:46:03",0,0,96504D,"Mad Scientist","Brentwood High School",Tennessee,"United States"
658,108,0,108,0,108,,"2022-12-17 19:33:41",0,0,70291D,"L Drago","Commerce High School","Texas - Region 2","United States"
659,107,52,55,52,55,"2022-12-03 15:28:45","2022-12-03 18:15:00",0,0,40684E,I.R.S.,"NAPOLEON HIGH SCHOOL",Michigan,"United States"
660,107,38,69,38,69,"2022-12-03 22:37:55","2022-12-03 18:29:51",46,0,89040B,"Dread Pirates","MOAPA VALLEY HIGH SCHOOL",Nevada,"United States"
661,107,31,76,31,76,"2022-11-12 19:15:13","2022-11-12 18:46:35",0,0,5999A,"Eagle Siege","NORTHEAST HIGH",Tennessee,"United States"
662,107,30,77,30,77,"2022-12-03 19:48:28","2022-12-03 19:32:23",0,0,1764C,"Improbable Earth Society","Yarmouth High School",Maine,"United States"
663,107,27,80,27,80,"2022-12-04 19:13:37","2022-12-04 19:25:03",0,0,2602D,"Hopkinetics Disconnected","HOPKINTON HIGH","Southern New England","United States"
664,107,21,86,26,86,"2022-10-29 18:31:14","2022-11-05 18:12:47",19,0,7983A,"Centennial CyberHawks A","Centennial High School","California - Region 3","United States"
665,107,17,90,20,90,"2022-12-07 23:29:39","2022-12-17 20:40:22",0,0,6008Z,"Trash Pandaz","NORTH UNION HIGH SCHOOL",Ohio,"United States"
666,107,16,91,16,91,"2022-12-17 18:45:46","2022-12-17 15:35:11",40,0,53C,"Area 53 Alien Raiders","Greenbelt Robotics Team",Maryland,"United States"
667,107,6,101,16,101,"2022-11-12 18:23:50","2022-12-03 15:43:33",45,0,967C,C.U.L8R,"Russellville High School",Arkansas,"United States"
668,107,0,107,0,107,,"2022-08-14 02:31:14",0,0,70096A,西安国际港务区铁一中陆港初级中学,西安国际港务区铁一中陆港初级中学,China,China
669,107,0,107,0,107,,"2022-12-04 19:53:01",0,0,252M,"Malicious Monkeys",CSAA,Ontario,Canada
670,107,0,107,0,107,,"2022-12-16 15:45:37",0,0,33697A,"The Robot Alliance","Austin MN Community Team",Minnesota,"United States"
671,107,0,107,0,107,,"2022-12-17 21:15:49",0,0,1104X,"Discobots X","Brampton Robotics Education",Ontario,Canada
672,106,35,71,35,71,"2022-11-21 21:48:10","2022-11-21 23:38:31",35,0,3674C,"3674C Energy Robotics","ENERGY INSTITUTE HIGH SCHOOL","Texas - Region 3","United States"
673,106,24,82,24,84,"2022-10-22 16:22:54","2022-11-19 19:20:47",0,0,81218N,"It's Average, right?","Loveless Academic Magnet Prog High School",Alabama,"United States"
674,106,22,84,22,84,"2022-12-10 16:10:17","2022-12-10 18:30:14",0,0,3264Z,"Don't Tell Grayson","NORWALK HIGH SCHOOL",Ohio,"United States"
675,106,17,89,17,89,"2022-12-17 20:03:09","2022-12-17 19:29:45",0,0,1958Z,"Red Devil Bots","Loganville High School",Georgia,"United States"
676,106,15,91,15,91,"2022-11-05 17:59:07","2022-11-05 17:59:28",45,0,1437Z,"Patriot Robotics","VIEWPOINT SCHOOL","California - Region 4","United States"
677,106,6,100,12,100,"2022-11-05 18:48:59","2022-11-20 20:56:12",21,0,355N,Nautilus,"Fox Valley Robotics",Illinois,"United States"
678,106,0,106,0,106,,"2022-11-19 19:11:40",0,0,34142A,"Smithers Secondary","Smithers Secondary School","British Columbia (BC)",Canada
679,106,0,106,0,106,,"2022-12-17 18:23:52",0,0,30722B,Lightning,"GAINESVILLE HIGH SCHOOL","Florida - North/Central","United States"
680,105,16,89,39,89,"2022-11-19 17:56:32","2022-12-03 17:42:39",30,0,81218D,"D Monkeys","Loveless Academic Magnet Prog High School",Alabama,"United States"
681,105,37,68,37,68,"2022-12-03 14:11:34","2022-12-01 23:53:40",0,0,1898M,Moonrise,"MILTON HIGH","Southern New England","United States"
682,105,34,71,34,88,"2022-10-16 22:38:38","2022-12-11 23:18:07",55,0,2150A,Ratio,"CHADWICK SCHOOL","California - Region 4","United States"
683,105,32,73,32,73,"2022-12-17 21:37:25","2022-12-17 18:25:33",0,0,1718X,"Boy Oh Boy","MONTGOMERY HIGH SCHOOL","Texas - Region 3","United States"
684,105,17,88,30,88,"2022-11-30 22:07:00","2022-12-03 14:31:12",0,0,33112D,"Robo Rangers - D","CONCORDIA LUTHERAN HIGH SCHOOL",Indiana,"United States"
685,105,26,79,26,79,"2022-11-20 20:31:07","2022-11-20 18:09:20",0,0,355S,Saturn,"Fox Valley Robotics",Illinois,"United States"
686,105,25,80,25,80,"2022-11-19 17:46:46","2022-11-19 16:22:59",32,0,1353N,"Farmingdale Robotics","FARMINGDALE SENIOR HIGH SCHOOL","New York-South","United States"
687,105,25,80,25,80,"2022-12-02 20:47:57","2022-12-01 21:34:11",0,0,2142Z,"Corruption Incorporated","John Bapst Memorial High School",Maine,"United States"
688,105,22,83,24,83,"2022-10-29 20:28:55","2022-11-05 20:02:18",49,0,7983X,"Centennial CyberHawks X","Centennial High School","California - Region 3","United States"
689,105,22,83,22,83,"2022-11-12 21:38:53","2022-11-12 18:50:05",27,0,538K,"Mechanical Mayhem","Mayhem Robotics",Arizona,"United States"
690,105,16,89,16,89,"2022-11-12 19:45:44","2022-11-19 17:17:16",27,0,47969F,P3L1K&N$,"PIKE ROAD HIGH SCHOOL",Alabama,"United States"
691,105,14,91,14,91,"2022-08-14 05:38:56","2022-08-14 03:59:09",0,0,61888A,珠海市高中联队,,China,China
692,104,30,74,34,74,"2022-12-02 00:01:39","2022-12-10 15:37:40",0,0,6277C,RoboCavs,"THE HARVEY SCHOOL","New York-South","United States"
693,104,34,70,34,70,"2022-12-10 19:54:40","2022-12-10 18:21:48",0,0,502Z,"The Swarm","SD41 Mechatronics, Burnaby","British Columbia (BC)",Canada
694,104,32,72,32,72,"2022-12-03 19:01:40","2022-12-03 16:26:16",30,0,39B,Gogli,"CRANBROOK SCHOOLS",Michigan,"United States"
695,104,31,73,31,73,"2022-12-11 17:12:27","2022-12-11 16:15:22",0,0,39J,"The Unicycles","CRANBROOK SCHOOLS",Michigan,"United States"
696,104,28,76,28,76,"2022-11-05 17:02:12","2022-11-05 17:39:06",30,0,7983E,"Centennial CyberHawks E","Centennial High School","California - Region 3","United States"
697,104,26,78,26,78,"2022-11-19 16:42:27","2022-11-18 19:18:56",0,0,1075A,Acros,"Heights Robotics",Indiana,"United States"
698,104,12,92,22,92,"2022-10-22 17:36:03","2022-11-11 15:35:30",0,0,1320A,"Tucker High Robotigers","TUCKER HIGH SCHOOL",Georgia,"United States"
699,104,21,83,21,83,"2022-12-17 15:29:55","2022-12-17 16:06:51",0,0,39702G,"New Hope Robotics","NEW HOPE",Mississippi,"United States"
700,104,0,104,18,104,"2022-12-03 21:10:33","2022-12-10 20:49:15",0,0,15376D,"Vortex 3S","École secondaire des Trois-Saisons",Quebec,Canada
701,104,16,88,16,88,"2022-12-11 20:41:07","2022-12-11 19:34:26",0,0,39Z,"Bobby Wasabi","CRANBROOK SCHOOLS",Michigan,"United States"
702,104,0,104,3,104,"2022-11-05 15:34:02","2022-12-17 18:22:58",0,0,67101X,Unhinged,"Maize Career Academy",Kansas,"United States"
703,104,0,104,0,104,,"2022-11-18 01:57:55",0,0,1790B,"Bacon Bytes","WRIGHTSTOWN HIGH",Wisconsin,"United States"
704,103,34,69,34,83,"2022-11-12 21:58:51","2022-11-19 18:25:21",52,0,20002X,GOLD!,"SILSBEE HIGH SCHOOL","Texas - Region 3","United States"
705,103,27,76,27,76,"2022-12-21 19:00:52","2022-12-21 17:34:56",0,0,14895B,"Big Cat Robotics","WELLSVILLE SECONDARY SCHOOL","New York-North","United States"
706,103,22,81,22,81,"2022-12-10 18:59:07","2022-12-10 19:00:36",0,0,77275D,Sprinkles,"Spark Academy of Advanced Technologies","New Hampshire/Vermont","United States"
707,103,7,96,7,96,"2022-12-17 19:11:15","2022-12-17 17:10:01",0,0,675A,"Robodragons Alpha","Gwinnett School Of Mathematics- Science And Technology",Georgia,"United States"
708,103,0,103,0,103,,"2022-11-12 15:34:59",0,0,57249C,"Raptor Robotics - Maverick","Ravenwood High School",Tennessee,"United States"
709,103,0,103,0,103,,"2022-12-17 22:43:21",0,0,3388H,Hurricane,"Sir Winston Churchill High School",Alberta/Saskatchewan,Canada
710,102,34,68,34,68,"2022-12-08 17:22:02","2022-12-08 16:31:07",1,0,33761B,"Bryant Team 2","ALMA BRYANT HIGH SCHOOL",Alabama,"United States"
711,102,32,70,32,75,"2022-11-19 14:50:30","2022-12-17 19:34:42",0,0,2849B,AvengNerds,"Caston Jr-Sr High School",Indiana,"United States"
712,102,27,75,27,75,"2022-11-20 20:13:55","2022-11-20 19:11:13",0,0,355R,Ravens,"Fox Valley Robotics",Illinois,"United States"
713,102,23,79,23,79,"2022-12-17 15:41:33","2022-12-17 20:16:42",0,0,44012C,eojroffeeB,"Avon Lake High School - YTA",Ohio,"United States"
714,102,20,82,20,82,"2022-12-03 14:53:49","2022-12-03 17:54:37",0,0,288A,"RoboDawgs: Void!","Grandville High School",Michigan,"United States"
715,102,11,91,11,91,"2022-11-20 20:16:54","2022-11-20 18:12:33",0,0,82997A,Horsepower,"MONTINI CATHOLIC HIGH SCHOOL",Illinois,"United States"
716,102,10,92,10,92,"2022-12-03 19:43:20","2022-12-03 19:46:59",0,0,8876C,STEAM-C,"QUEENSBURY SENIOR HIGH SCHOOL","New York-North","United States"
